history_id,customer_id,product_id,viewed_at
1,80,1086,2023-11-11 00:00:00
2,252,523,2023-11-20 00:00:00
3,509,390,2023-12-10 00:00:00
4,286,543,2023-01-01 00:00:00
5,494,219,2023-08-22 00:00:00
6,548,391,2023-09-24 00:00:00
7,184,854,2023-09-04 00:00:00
8,221,1056,2023-04-24 00:00:00
9,131,17,2023-12-09 00:00:00
10,462,906,2023-11-07 00:00:00
11,43,65,2023-09-09 00:00:00
12,139,437,2023-11-04 00:00:00
13,390,596,2023-02-14 00:00:00
14,66,265,2023-08-03 00:00:00
15,248,970,2023-12-26 00:00:00
16,73,409,2023-12-14 00:00:00
17,401,861,2023-03-29 00:00:00
18,370,379,2023-11-30 00:00:00
19,121,265,2023-11-26 00:00:00
20,267,268,2023-05-30 00:00:00
21,173,60,2023-12-15 00:00:00
22,13,843,2023-12-29 00:00:00
23,446,244,2023-11-24 00:00:00
24,170,942,2023-10-05 00:00:00
25,425,296,2023-01-01 00:00:00
26,238,91,2023-10-27 00:00:00
27,439,272,2023-12-26 00:00:00
28,499,636,2023-06-16 00:00:00
29,513,574,2023-03-10 00:00:00
30,141,522,2023-11-25 00:00:00
31,161,723,2023-08-12 00:00:00
32,493,964,2023-10-04 00:00:00
33,210,957,2023-11-19 00:00:00
34,545,431,2023-08-10 00:00:00
35,58,1026,2023-09-08 00:00:00
36,506,772,2023-10-16 00:00:00
37,39,1042,2023-08-14 00:00:00
38,327,59,2023-12-04 00:00:00
39,392,792,2023-11-16 00:00:00
40,336,206,2023-07-25 00:00:00
41,73,317,2023-06-04 00:00:00
42,149,247,2023-12-11 00:00:00
43,181,130,2023-11-28 00:00:00
44,160,950,2023-02-24 00:00:00
45,434,119,2023-07-09 00:00:00
46,127,145,2023-01-01 00:00:00
47,514,563,2023-08-28 00:00:00
48,58,1081,2023-05-11 00:00:00
49,95,143,2023-05-10 00:00:00
50,321,699,2023-12-15 00:00:00
51,316,918,2023-12-25 00:00:00
52,547,559,2023-11-05 00:00:00
53,108,506,2023-08-29 00:00:00
54,494,175,2023-05-10 00:00:00
55,488,804,2023-04-15 00:00:00
56,534,732,2023-10-27 00:00:00
57,167,794,2023-11-17 00:00:00
58,480,323,2023-12-13 00:00:00
59,245,717,2023-12-17 00:00:00
60,100,858,2023-11-30 00:00:00
61,370,747,2023-12-17 00:00:00
62,151,653,2023-01-01 00:00:00
63,204,85,2023-05-06 00:00:00
64,374,164,2023-11-28 00:00:00
65,433,847,2023-03-25 00:00:00
66,401,814,2023-05-23 00:00:00
67,182,207,2023-09-12 00:00:00
68,121,705,2023-11-06 00:00:00
69,370,407,2023-06-20 00:00:00
70,260,535,2023-04-02 00:00:00
71,134,740,2023-11-28 00:00:00
72,529,1006,2023-11-03 00:00:00
73,25,118,2023-08-10 00:00:00
74,488,181,2023-12-19 00:00:00
75,372,1058,2023-06-03 00:00:00
76,240,948,2023-12-20 00:00:00
77,124,391,2023-10-14 00:00:00
78,537,501,2023-09-18 00:00:00
79,35,1003,2023-12-30 00:00:00
80,354,15,2023-01-01 00:00:00
81,448,1047,2023-10-23 00:00:00
82,82,320,2023-07-27 00:00:00
83,423,875,2023-12-31 00:00:00
84,19,986,2023-12-18 00:00:00
85,226,975,2023-12-18 00:00:00
86,303,401,2023-12-22 00:00:00
87,180,977,2023-05-14 00:00:00
88,435,1095,2023-11-19 00:00:00
89,360,684,2023-09-19 00:00:00
90,168,530,2023-11-20 00:00:00
91,426,57,2023-03-01 00:00:00
92,320,104,2023-11-10 00:00:00
93,156,540,2023-09-21 00:00:00
94,534,780,2023-10-14 00:00:00
95,287,705,2023-11-03 00:00:00
96,125,738,2023-01-01 00:00:00
97,440,663,2023-08-22 00:00:00
98,306,491,2023-09-03 00:00:00
99,46,127,2023-12-01 00:00:00
100,46,842,2023-12-25 00:00:00
101,250,732,2023-07-08 00:00:00
102,143,403,2023-08-05 00:00:00
103,92,881,2023-12-14 00:00:00
104,212,995,2023-07-15 00:00:00
105,541,168,2023-03-22 00:00:00
106,164,292,2023-07-01 00:00:00
107,479,187,2023-08-09 00:00:00
108,547,683,2023-01-01 00:00:00
109,202,1070,2023-01-01 00:00:00
110,273,290,2023-01-01 00:00:00
111,1,387,2023-12-05 00:00:00
112,26,327,2023-11-11 00:00:00
113,380,562,2023-10-08 00:00:00
114,72,370,2023-09-22 00:00:00
115,403,740,2023-12-11 00:00:00
116,540,245,2023-04-06 00:00:00
117,238,413,2023-12-23 00:00:00
118,463,461,2023-08-17 00:00:00
119,322,634,2023-12-11 00:00:00
120,108,624,2023-05-26 00:00:00
121,331,844,2023-12-25 00:00:00
122,468,851,2023-09-05 00:00:00
123,257,63,2023-11-25 00:00:00
124,58,510,2023-12-23 00:00:00
125,283,383,2023-09-14 00:00:00
126,2,905,2023-11-26 00:00:00
127,123,209,2023-11-09 00:00:00
128,291,609,2023-12-15 00:00:00
129,68,379,2023-04-24 00:00:00
130,310,949,2023-11-25 00:00:00
131,359,862,2023-12-06 00:00:00
132,347,494,2023-10-27 00:00:00
133,330,953,2023-12-20 00:00:00
134,496,311,2023-01-01 00:00:00
135,214,413,2023-08-14 00:00:00
136,297,524,2023-12-30 00:00:00
137,535,146,2023-11-12 00:00:00
138,467,327,2023-10-07 00:00:00
139,444,688,2023-09-04 00:00:00
140,451,804,2023-12-11 00:00:00
141,135,102,2023-12-12 00:00:00
142,28,445,2023-12-06 00:00:00
143,392,312,2023-06-14 00:00:00
144,355,884,2023-06-16 00:00:00
145,387,235,2023-05-13 00:00:00
146,76,49,2023-08-09 00:00:00
147,515,696,2023-03-30 00:00:00
148,325,935,2023-10-15 00:00:00
149,504,240,2023-10-13 00:00:00
150,269,1032,2023-07-25 00:00:00
151,252,898,2023-10-02 00:00:00
152,26,1037,2023-07-28 00:00:00
153,84,712,2023-06-27 00:00:00
154,543,810,2023-08-23 00:00:00
155,308,382,2023-01-01 00:00:00
156,234,463,2023-08-19 00:00:00
157,443,58,2023-01-01 00:00:00
158,447,720,2023-09-09 00:00:00
159,206,952,2023-07-31 00:00:00
160,495,221,2023-12-30 00:00:00
161,466,518,2023-08-27 00:00:00
162,330,766,2023-11-30 00:00:00
163,317,81,2023-12-30 00:00:00
164,371,677,2023-04-11 00:00:00
165,245,1013,2023-12-07 00:00:00
166,428,1014,2023-01-01 00:00:00
167,76,270,2023-08-12 00:00:00
168,185,78,2023-05-12 00:00:00
169,252,420,2023-08-26 00:00:00
170,174,243,2023-08-16 00:00:00
171,204,212,2023-11-13 00:00:00
172,251,92,2023-12-15 00:00:00
173,345,304,2023-08-18 00:00:00
174,30,959,2023-07-14 00:00:00
175,21,627,2023-11-23 00:00:00
176,361,839,2023-01-01 00:00:00
177,267,888,2023-04-17 00:00:00
178,165,652,2023-12-25 00:00:00
179,4,214,2023-06-20 00:00:00
180,531,13,2023-06-19 00:00:00
181,411,901,2023-12-28 00:00:00
182,360,829,2023-11-05 00:00:00
183,10,851,2023-02-26 00:00:00
184,44,314,2023-10-03 00:00:00
185,271,382,2023-09-19 00:00:00
186,55,312,2023-11-21 00:00:00
187,379,241,2023-08-10 00:00:00
188,400,771,2023-11-18 00:00:00
189,453,976,2023-05-19 00:00:00
190,190,942,2023-01-01 00:00:00
191,205,238,2023-12-09 00:00:00
192,133,815,2023-12-13 00:00:00
193,299,819,2023-12-26 00:00:00
194,92,887,2023-10-25 00:00:00
195,361,29,2023-06-04 00:00:00
196,111,640,2023-09-12 00:00:00
197,42,111,2023-12-15 00:00:00
198,370,121,2023-12-03 00:00:00
199,481,696,2023-11-12 00:00:00
200,99,194,2023-05-09 00:00:00
201,439,121,2023-06-16 00:00:00
202,140,856,2023-11-23 00:00:00
203,482,538,2023-11-23 00:00:00
204,452,190,2023-03-25 00:00:00
205,171,563,2023-07-03 00:00:00
206,282,411,2023-11-09 00:00:00
207,362,284,2023-06-08 00:00:00
208,420,158,2023-07-07 00:00:00
209,196,274,2023-01-01 00:00:00
210,71,989,2023-11-07 00:00:00
211,410,631,2023-08-06 00:00:00
212,308,453,2023-10-04 00:00:00
213,527,138,2023-12-07 00:00:00
214,542,252,2023-10-13 00:00:00
215,521,990,2023-12-29 00:00:00
216,22,84,2023-09-19 00:00:00
217,491,601,2023-11-23 00:00:00
218,61,234,2023-08-11 00:00:00
219,368,204,2023-10-15 00:00:00
220,146,1022,2023-12-09 00:00:00
221,91,896,2023-08-09 00:00:00
222,90,938,2023-10-19 00:00:00
223,247,836,2023-12-20 00:00:00
224,335,875,2023-09-17 00:00:00
225,71,637,2023-07-25 00:00:00
226,263,106,2023-09-19 00:00:00
227,306,546,2023-02-22 00:00:00
228,75,717,2023-08-01 00:00:00
229,533,408,2023-09-23 00:00:00
230,64,874,2023-12-02 00:00:00
231,316,1033,2023-10-24 00:00:00
232,399,999,2023-09-30 00:00:00
233,520,574,2023-07-15 00:00:00
234,378,671,2023-11-09 00:00:00
235,428,365,2023-11-20 00:00:00
236,309,399,2023-08-24 00:00:00
237,546,98,2023-06-07 00:00:00
238,496,690,2023-10-21 00:00:00
239,439,859,2023-08-09 00:00:00
240,157,358,2023-12-23 00:00:00
241,38,57,2023-11-24 00:00:00
242,214,69,2023-06-16 00:00:00
243,511,339,2023-11-20 00:00:00
244,48,520,2023-12-18 00:00:00
245,147,572,2023-09-03 00:00:00
246,287,214,2023-07-20 00:00:00
247,321,808,2023-04-04 00:00:00
248,232,527,2023-06-16 00:00:00
249,423,1040,2023-12-16 00:00:00
250,33,894,2023-08-27 00:00:00
251,333,795,2023-11-09 00:00:00
252,327,664,2023-12-26 00:00:00
253,393,935,2023-10-31 00:00:00
254,318,527,2023-09-11 00:00:00
255,409,976,2023-09-18 00:00:00
256,469,684,2023-08-27 00:00:00
257,254,851,2023-10-10 00:00:00
258,14,23,2023-11-24 00:00:00
259,66,356,2023-08-02 00:00:00
260,75,205,2023-12-30 00:00:00
261,531,580,2023-12-01 00:00:00
262,149,115,2023-12-21 00:00:00
263,278,906,2023-11-23 00:00:00
264,16,539,2023-12-02 00:00:00
265,511,506,2023-08-11 00:00:00
266,445,243,2023-05-31 00:00:00
267,516,290,2023-01-05 00:00:00
268,149,260,2023-12-24 00:00:00
269,535,249,2023-12-12 00:00:00
270,441,603,2023-10-12 00:00:00
271,111,810,2023-11-23 00:00:00
272,327,816,2023-12-05 00:00:00
273,295,174,2023-10-15 00:00:00
274,33,186,2023-07-09 00:00:00
275,343,830,2023-07-09 00:00:00
276,4,290,2023-10-01 00:00:00
277,492,219,2023-05-13 00:00:00
278,411,517,2023-10-22 00:00:00
279,370,350,2023-10-28 00:00:00
280,85,970,2023-12-29 00:00:00
281,119,596,2023-07-05 00:00:00
282,222,14,2023-09-25 00:00:00
283,350,818,2023-08-11 00:00:00
284,120,404,2023-11-27 00:00:00
285,133,603,2023-11-08 00:00:00
286,445,516,2023-07-17 00:00:00
