history_id,customer_id,product_id,viewed_at
1,4,5,2025-05-18T14:42:01.333520
2,4,6,2025-05-18T14:42:01.333529
3,6,1,2025-05-18T14:42:01.333532
4,9,7,2025-05-18T14:42:01.333534
5,6,7,2025-05-18T14:42:01.333536
6,6,3,2025-05-18T14:42:01.333538
7,6,8,2025-05-18T14:42:01.333540
8,9,19,2025-05-18T14:42:01.333542
9,8,5,2025-05-18T14:42:01.333545
10,4,1,2025-05-18T14:42:01.333547
11,3,19,2025-05-18T14:42:01.333549
12,6,18,2025-05-18T14:42:01.333551
13,5,7,2025-05-18T14:42:01.333554
14,3,17,2025-05-18T14:42:01.333556
15,10,11,2025-05-18T14:42:01.333558
16,3,15,2025-05-18T14:42:01.333560
17,6,3,2025-05-18T14:42:01.333562
18,5,11,2025-05-18T14:42:01.333564
19,10,17,2025-05-18T14:42:01.333566
20,8,5,2025-05-18T14:42:01.333567
21,5,8,2025-05-18T14:42:01.333569
22,7,4,2025-05-18T14:42:01.333571
23,6,16,2025-05-18T14:42:01.333573
24,2,8,2025-05-18T14:42:01.333575
25,7,20,2025-05-18T14:42:01.333577
26,10,16,2025-05-18T14:42:01.333580
27,9,3,2025-05-18T14:42:01.333582
28,9,8,2025-05-18T14:42:01.333584
29,2,5,2025-05-18T14:42:01.333586
30,7,3,2025-05-18T14:42:01.333588
