order_item_id,order_id,product_id,quantity,price
1,1,1016,2,216.43
2,1,396,5,431.84
3,1,884,3,416.81
4,1,1079,4,87.37
5,1,111,1,367.84
6,1,76,5,80.14
7,1,1025,4,280.84
8,1,122,3,62.11
9,1,289,1,172.04
10,2,242,5,9.61
11,2,1071,5,127.85
12,2,186,5,412.67
13,2,572,5,245.81
14,2,629,1,379.34
15,2,847,1,366.51
16,2,82,5,305.08
17,3,1042,5,421.33
18,3,951,1,155.3
19,3,999,4,202.31
20,3,209,4,142.67
21,3,907,2,179.93
22,3,795,2,360.64
23,3,918,3,169.63
24,3,208,3,110.32
25,4,544,2,312.79
26,4,179,2,215.58
27,4,545,5,253.66
28,4,803,5,65.71
29,4,151,4,13.07
30,4,609,2,182.72
31,4,433,4,360.37
32,4,258,1,499.2
33,5,776,2,77.87
34,6,887,4,13.0
35,7,1053,3,175.76
36,7,973,5,130.38
37,7,721,5,395.08
38,7,165,4,493.5
39,7,284,3,408.85
40,7,1051,5,446.68
41,7,604,3,473.58
42,7,298,1,454.27
43,8,743,4,443.63
44,8,619,5,204.2
45,9,682,5,230.99
46,9,1051,2,496.31
47,10,539,2,344.71
48,10,178,1,218.09
49,10,139,1,381.19
50,10,572,1,245.81
51,10,769,4,23.54
52,10,805,5,124.46
53,10,652,5,398.29
54,10,861,2,342.85
55,11,913,2,61.68
56,11,330,4,113.31
57,11,783,2,49.43
58,11,407,5,101.05
59,11,867,5,478.11
60,11,142,3,30.25
61,11,524,1,484.64
62,11,757,2,450.93
63,11,557,5,350.08
64,11,585,1,388.03
65,12,97,3,48.13
66,12,563,5,340.96
67,12,41,3,331.32
68,12,223,3,342.76
69,12,748,5,64.35
70,13,535,1,181.06
71,13,671,2,318.09
72,13,179,4,215.58
73,13,796,4,206.52
74,13,6,5,290.69
75,13,88,5,89.63
76,13,827,2,231.23
77,13,500,3,84.18
78,13,205,3,91.34
79,14,248,4,405.01
80,14,289,5,172.04
81,14,842,5,147.55
82,14,952,4,382.77
83,14,913,5,61.68
84,14,361,2,255.96
85,14,13,3,85.3
86,14,161,5,353.47
87,15,1045,4,118.13
88,16,220,3,296.07
89,16,398,3,218.36
90,16,22,4,298.85
91,16,792,5,275.27
92,16,208,5,110.32
93,16,275,5,382.14
94,16,440,3,288.55
95,16,566,3,209.39
96,16,2,4,161.78
97,17,793,5,278.37
98,17,494,1,248.14
99,17,751,2,158.65
100,17,878,1,40.93
101,18,708,1,370.17
102,18,335,2,92.01
103,18,836,1,264.38
104,18,957,3,220.07
105,18,878,1,45.48
106,18,984,4,338.07
107,18,793,2,309.3
108,19,1077,5,295.59
109,20,266,4,462.4
110,20,213,1,52.19
111,20,353,2,72.25
112,20,1008,1,259.58
113,20,339,3,181.77
114,20,1049,3,311.74
115,21,513,1,320.12
116,21,336,1,271.85
117,21,324,3,88.25
118,21,722,2,68.3
119,21,931,5,192.87
120,21,806,4,440.6
121,21,658,3,301.44
122,21,592,1,388.84
123,22,656,2,267.61
124,22,1066,5,86.61
125,23,72,3,474.07
126,23,820,2,431.63
127,23,669,4,241.83
128,23,785,4,29.93
129,24,1093,2,53.8
130,24,550,4,240.28
131,25,264,4,179.03
132,25,429,4,177.98
133,25,645,2,73.05
134,26,460,3,17.61
135,26,380,2,490.26
136,26,201,1,76.89
137,26,992,5,148.81
138,26,512,4,110.92
139,26,1096,5,426.18
140,26,648,1,220.51
141,26,8,4,233.27
142,27,689,5,136.98
143,27,669,3,241.83
144,27,653,5,20.41
145,27,160,3,441.54
146,28,684,4,205.1
147,28,545,4,281.84
148,28,139,2,381.19
149,28,512,5,110.92
150,28,993,2,183.04
151,28,303,1,118.84
152,28,380,3,490.26
153,28,905,2,318.49
154,28,361,5,255.96
155,29,142,3,30.25
156,29,92,5,74.22
157,29,885,3,424.58
158,29,224,3,24.36
159,29,1036,3,122.08
160,30,456,3,347.52
161,30,285,4,360.55
162,30,701,1,489.88
163,31,595,2,284.42
164,31,507,4,374.9
165,31,143,4,103.97
166,31,800,2,459.52
167,31,949,4,461.85
168,31,193,3,177.08
169,32,412,1,369.83
170,32,584,5,126.94
171,32,368,3,98.5
172,32,941,1,328.06
173,32,422,1,61.32
174,33,20,1,213.45
175,33,167,4,110.33
176,33,79,1,54.35
177,34,861,5,342.85
178,35,1086,2,314.61
179,35,241,1,383.74
180,35,720,4,413.96
181,35,282,5,399.37
182,35,338,5,137.27
183,35,66,5,80.33
184,35,606,1,348.97
185,35,856,4,417.39
186,35,119,5,156.38
187,35,428,1,92.03
188,36,865,3,447.06
189,36,627,5,303.01
190,36,72,2,474.07
191,36,614,3,286.18
192,36,892,1,52.29
193,36,702,5,217.44
194,36,689,2,136.98
195,36,632,1,329.41
196,37,133,2,67.03
197,37,809,3,177.93
198,37,334,2,78.81
199,37,327,1,310.95
200,37,227,3,55.03
201,37,274,5,89.33
202,37,577,2,311.9
203,37,578,2,225.07
204,37,287,2,443.64
205,38,431,4,280.23
206,38,574,1,214.68
207,38,528,2,434.81
208,38,324,4,88.25
209,38,630,1,499.31
210,38,301,3,364.93
211,38,118,2,374.6
212,38,1007,2,215.59
213,38,64,5,18.51
214,39,514,4,239.32
215,39,912,5,278.78
216,39,136,3,379.12
217,39,238,4,88.19
218,39,295,1,137.0
219,39,553,1,140.44
220,39,687,5,224.59
221,40,309,3,327.11
222,40,427,1,77.0
223,40,954,2,80.64
224,40,52,5,491.12
225,40,665,1,99.74
226,40,855,3,157.63
227,40,403,4,80.24
228,41,734,3,337.41
229,41,31,4,483.36
230,41,157,2,68.1
231,41,1042,5,421.33
232,41,741,5,495.57
233,41,171,5,298.39
234,41,626,5,485.68
235,41,852,3,448.47
236,41,162,5,254.88
237,41,765,2,452.89
238,42,107,5,423.92
239,42,506,2,434.69
240,43,812,2,343.17
241,43,1036,1,122.08
242,43,1004,3,114.92
243,43,840,5,79.76
244,43,18,2,80.04
245,43,808,2,491.81
246,44,1000,2,479.35
247,44,229,3,373.95
248,44,1034,3,267.65
249,44,456,2,347.52
250,44,486,1,23.74
251,45,429,2,160.18
252,45,738,5,137.21
253,45,483,4,181.58
254,46,425,1,246.09
255,46,67,4,127.27
256,46,810,2,74.57
257,47,712,4,57.04
258,47,525,5,215.64
259,48,837,1,476.67
260,48,760,5,397.04
261,48,555,4,46.69
262,48,374,5,333.72
263,48,93,3,99.6
264,48,130,1,273.36
265,48,614,3,317.98
266,48,643,1,327.62
267,48,417,3,91.83
268,48,571,5,138.42
269,49,269,2,292.74
270,49,1029,4,256.36
271,49,339,3,181.77
272,50,989,1,249.1
273,50,539,2,344.71
274,50,680,4,197.97
275,50,537,5,446.7
276,50,950,5,242.13
277,50,34,1,47.52
278,50,218,4,266.94
