history_id,customer_id,product_id,viewed_at
21,9,7,2025-05-17T22:20:03.210276
22,4,8,2025-05-08T22:47:00.929732
23,1,9,2025-05-24T16:57:00.791842
24,8,4,2025-05-23T02:18:07.854625
25,3,10,2025-05-18T15:58:37.663125
26,8,10,2025-05-23T00:13:19.964010
27,3,1,2025-05-24T15:20:44.717566
28,5,3,2025-05-20T08:15:19.194951
29,8,1,2025-05-14T16:30:42.593277
30,9,3,2025-05-12T13:20:57.254775
31,5,5,2025-05-04T21:48:42.953493
32,10,2,2025-05-06T04:46:19.503989
33,8,8,2025-05-10T14:26:57.520132
34,5,5,2025-05-03T21:21:40.802810
35,2,6,2025-05-02T09:19:45.040167
36,8,4,2025-05-17T07:18:20.778571
37,3,1,2025-05-11T16:26:59.456098
38,6,5,2025-05-09T15:28:57.106736
39,2,8,2025-05-21T17:33:50.789086
40,5,5,2025-05-20T12:53:30.054093
