history_id,customer_id,product_id,viewed_at
1,2,3,2025-05-20T11:30:15.204317
2,5,2,2025-05-02T09:25:10.809563
3,5,1,2025-05-16T19:54:45.135194
4,4,4,2025-05-20T11:37:25.980478
5,2,1,2025-05-17T01:12:56.816503
6,2,2,2025-05-14T06:55:14.538938
7,5,5,2025-05-08T16:20:43.774461
8,3,3,2025-05-18T20:33:40.534006
9,4,2,2025-05-05T20:24:20.330487
10,2,1,2025-05-13T14:35:10.933085
11,5,3,2025-05-14T06:45:20.954590
12,4,5,2025-05-08T04:44:32.692996
13,4,1,2025-05-03T20:51:47.578040
14,1,1,2025-05-07T07:02:01.545554
15,5,4,2025-05-04T14:58:26.446003
16,1,5,2025-05-01T15:07:35.094176
17,5,4,2025-05-18T05:53:39.811350
18,5,2,2025-05-05T12:53:13.558144
19,3,5,2025-05-16T10:46:21.433505
20,2,5,2025-05-14T14:00:08.871079
