history_id,customer_id,product_id,viewed_at
1,1,4,2025-06-01T07:51:19.681737
2,2,2,2025-06-01T07:29:59.208589
3,3,3,2025-06-01T03:56:57.001008
4,2,3,2025-06-01T07:23:40.427264
5,3,4,2025-06-01T01:55:39.829538
6,2,5,2025-06-01T03:52:29.888407
7,3,2,2025-06-01T03:15:15.385724
8,5,1,2025-06-01T08:39:20.847084
9,3,5,2025-06-01T08:53:27.031930
10,5,2,2025-06-01T05:48:45.919263
11,2,2,2025-06-01T02:26:53.735274
12,1,3,2025-06-01T07:09:29.311289
13,4,3,2025-06-01T04:36:33.290644
14,5,4,2025-06-01T08:11:32.911333
15,1,4,2025-06-01T01:30:30.716677
16,4,1,2025-06-01T06:15:53.893770
17,5,1,2025-06-01T06:34:00.184680
18,4,5,2025-06-01T04:15:13.184630
19,1,1,2025-06-01T01:57:36.046937
20,1,5,2025-06-01T04:51:38.315567
