cart_item_id,cart_id,product_id,quantity
1,1,708,2
2,1,206,1
3,2,583,3
4,3,637,1
5,4,967,1
6,4,367,3
7,4,339,1
8,4,131,2
9,4,49,1
10,4,816,2
11,4,294,1
12,4,470,3
13,5,786,3
14,5,128,3
15,5,432,3
16,5,952,3
17,5,328,3
18,5,577,1
19,5,395,2
20,6,121,3
21,6,344,3
22,6,499,3
23,6,803,3
24,6,355,1
25,7,138,2
26,7,429,1
27,8,1094,1
28,8,443,2
29,8,819,2
30,8,123,1
31,9,338,1
32,10,412,1
33,10,590,1
34,10,1041,2
35,11,130,2
36,12,44,2
37,12,345,1
38,12,528,2
39,12,20,1
40,12,978,1
41,12,593,1
42,12,737,2
43,13,251,3
44,13,592,1
45,13,57,2
46,13,516,3
47,13,850,2
48,13,124,3
49,14,967,3
50,14,502,2
51,14,498,2
52,14,351,1
53,14,225,3
54,14,62,1
55,15,33,3
56,15,354,2
57,16,565,1
58,17,418,2
59,17,474,3
60,17,479,3
61,17,899,3
62,18,483,3
63,18,1095,3
64,18,251,1
65,18,566,1
66,18,412,1
67,18,577,2
68,18,475,3
69,18,439,2
70,19,49,2
71,20,779,1
72,20,955,3
73,20,1001,1
74,20,3,1
75,20,1065,1
76,20,636,2
77,21,495,1
78,21,875,1
79,21,412,2
80,21,691,2
81,22,275,2
82,23,331,1
83,23,873,3
84,23,19,1
85,23,74,3
86,23,484,2
87,23,64,3
88,23,124,2
89,23,514,3
90,24,877,3
91,24,666,2
92,24,379,1
93,24,861,2
94,25,1089,3
95,26,141,1
96,26,27,2
97,26,815,2
98,26,69,2
99,26,469,1
100,26,306,2
101,26,834,1
102,26,244,3
103,27,676,1
104,27,1081,3
105,27,63,2
106,27,71,1
107,27,35,3
108,27,452,2
109,28,1061,3
110,28,1013,2
111,28,598,3
112,28,373,1
113,28,565,3
114,28,247,1
115,28,542,3
116,29,119,1
117,29,966,1
118,29,737,2
119,29,711,2
120,29,240,2
121,29,820,2
122,29,723,1
123,29,882,3
124,30,1070,1
125,30,708,1
126,30,724,3
127,30,185,3
128,30,1013,3
129,30,864,2
130,31,874,3
131,31,993,1
132,32,18,3
133,32,842,3
134,32,645,1
135,33,632,2
136,33,1082,1
137,34,338,3
138,35,1013,1
139,35,94,1
140,35,416,1
141,35,93,3
142,35,663,2
143,35,38,2
144,35,527,1
145,36,227,3
146,36,724,1
147,36,659,2
148,36,781,2
149,37,952,1
150,37,974,1
151,37,240,3
152,37,234,3
153,37,808,1
154,37,975,2
155,38,729,1
156,38,854,3
157,38,395,2
158,38,491,3
159,38,302,2
160,38,1058,2
161,38,1083,3
162,39,769,1
163,39,792,3
164,39,835,2
165,39,81,2
166,39,704,1
167,39,407,1
168,39,969,3
169,39,15,1
170,40,338,3
171,40,16,2
172,41,511,1
173,42,557,3
174,42,687,2
175,43,23,1
176,43,276,1
177,43,31,3
178,43,101,2
179,43,1088,1
180,43,272,1
181,43,141,2
182,44,889,3
183,44,403,1
184,44,910,1
185,44,827,2
186,44,1054,1
187,45,52,3
188,45,548,2
189,45,869,2
190,45,275,3
191,45,741,3
192,46,316,3
193,46,424,2
194,46,476,3
195,46,483,2
196,46,822,3
197,47,412,1
198,47,450,1
199,47,312,3
200,48,123,3
201,48,196,1
202,48,280,3
203,48,236,1
204,48,654,3
205,48,627,3
206,49,649,2
207,49,310,3
208,49,800,2
209,49,560,1
210,50,1,1
211,50,914,2
212,51,466,3
213,51,408,3
214,51,50,3
215,51,390,3
216,51,185,3
217,51,509,1
218,52,31,1
219,52,350,1
220,53,527,3
221,53,187,1
222,53,605,2
223,53,522,2
224,53,376,2
225,53,983,1
226,54,478,1
227,54,577,1
228,54,4,1
229,54,521,3
230,54,271,1
231,55,852,3
232,55,830,1
233,55,355,2
234,55,282,2
235,55,106,2
236,55,544,3
237,56,759,3
238,56,546,3
239,56,621,1
240,56,781,2
241,57,856,3
242,57,954,3
243,57,949,2
244,57,1016,2
245,57,405,1
246,57,421,2
247,57,477,1
248,57,1056,3
249,58,1022,3
250,59,77,3
251,60,1016,3
252,60,850,2
253,61,251,3
254,61,1034,3
255,61,102,2
256,61,869,2
257,61,823,1
258,62,689,3
259,62,654,3
260,62,1059,1
261,62,751,3
262,62,476,2
263,62,69,1
264,62,755,2
265,63,805,3
266,63,1004,1
267,63,964,2
268,63,152,1
269,64,578,3
270,65,819,1
271,65,291,2
272,65,629,2
273,65,854,3
274,65,830,3
275,65,491,1
276,66,30,2
277,66,606,2
278,66,766,1
279,67,854,2
280,67,1000,2
281,67,844,3
282,68,929,2
283,69,785,1
284,69,743,3
285,69,702,3
286,69,425,3
287,69,934,2
288,69,715,2
289,69,113,1
290,70,291,2
291,70,518,2
292,70,129,3
293,70,459,2
294,71,212,2
295,71,103,3
296,71,201,2
297,71,186,2
298,71,739,2
299,71,364,3
300,71,748,2
301,72,624,2
302,73,104,2
303,73,124,1
304,74,607,2
305,74,1048,1
306,74,286,1
307,74,1044,2
308,75,581,3
309,76,922,2
310,76,1069,2
311,76,228,3
312,76,72,2
313,77,780,1
314,77,1002,1
315,77,714,1
316,77,263,1
317,77,458,3
318,78,1080,3
319,78,779,1
320,78,566,1
321,79,405,1
322,80,1029,3
323,80,787,3
324,80,103,3
325,80,364,2
326,80,248,2
327,80,911,3
328,80,130,2
329,81,751,2
330,81,477,2
331,81,213,3
332,82,937,2
333,83,758,3
334,83,330,3
335,83,833,2
336,84,772,3
337,84,522,3
338,84,892,2
339,84,996,2
340,84,425,1
341,84,487,1
342,85,13,1
343,85,433,2
344,85,778,1
345,86,769,3
346,86,990,1
347,86,119,3
348,86,175,2
349,86,402,2
350,86,30,1
351,87,407,3
352,88,727,2
353,88,237,2
354,88,972,1
355,88,948,2
356,88,52,1
357,88,76,3
358,88,438,3
359,89,459,1
360,90,424,3
361,91,1079,1
362,91,659,3
363,91,321,3
364,91,115,3
365,91,788,2
366,91,351,1
367,91,417,1
368,92,888,3
369,92,1010,2
370,92,645,3
371,93,453,2
372,93,269,3
373,93,969,1
374,93,969,2
375,93,719,1
376,93,957,1
377,93,873,3
378,93,126,2
379,94,679,3
380,94,229,1
381,94,1029,1
382,95,1054,1
383,95,532,3
384,95,575,1
385,95,811,2
386,95,635,1
387,95,622,1
388,95,1045,2
389,95,328,2
390,96,700,3
391,96,73,2
392,96,618,3
393,96,500,3
394,96,164,2
395,96,11,2
396,96,281,1
397,97,1089,3
398,97,468,1
399,97,881,1
400,97,260,2
401,97,811,3
402,97,225,2
403,97,22,3
404,97,478,2
405,98,555,1
406,98,565,1
407,98,523,2
408,99,1003,1
409,99,361,3
410,99,396,3
411,99,580,3
412,99,512,2
413,99,17,3
414,100,258,3
415,100,117,2
416,100,647,3
417,100,678,2
418,101,459,1
419,101,259,2
420,101,494,1
421,101,648,2
422,101,1052,3
423,101,553,1
424,102,694,1
425,102,591,3
426,102,13,1
427,103,94,3
428,103,1087,3
429,103,595,3
430,103,347,3
431,104,65,1
432,104,375,1
433,104,466,2
434,104,792,1
435,104,1040,3
436,105,863,2
437,105,749,1
438,106,202,1
439,106,185,1
440,106,240,3
441,106,371,3
442,107,478,2
443,107,603,2
444,107,760,3
445,107,979,3
