cart_id,customer_id,created_date
1,209,2023-04-11 00:00:00
2,500,2023-06-28 00:00:00
3,125,2023-08-28 00:00:00
4,528,2023-12-21 00:00:00
5,452,2023-08-08 00:00:00
6,347,2023-11-10 00:00:00
7,608,2023-06-15 00:00:00
8,330,2023-07-04 00:00:00
9,446,2023-03-11 00:00:00
10,399,2023-08-08 00:00:00
11,499,2023-09-29 00:00:00
12,710,2023-05-06 00:00:00
13,821,2023-06-24 00:00:00
14,5,2023-06-06 00:00:00
15,792,2023-09-10 00:00:00
16,815,2023-10-24 00:00:00
17,59,2023-03-30 00:00:00
18,629,2023-08-04 00:00:00
19,294,2023-06-09 00:00:00
20,667,2023-10-17 00:00:00
21,150,2023-03-11 00:00:00
22,18,2023-01-08 00:00:00
23,558,2023-03-09 00:00:00
24,535,2023-10-28 00:00:00
25,669,2023-01-21 00:00:00
26,615,2023-06-12 00:00:00
27,670,2023-02-07 00:00:00
28,824,2023-01-29 00:00:00
29,535,2023-11-25 00:00:00
30,498,2023-03-16 00:00:00
31,733,2023-09-07 00:00:00
32,305,2023-05-08 00:00:00
33,293,2023-08-05 00:00:00
34,198,2023-08-06 00:00:00
35,246,2023-06-16 00:00:00
36,194,2023-09-04 00:00:00
37,872,2023-02-26 00:00:00
38,4,2023-01-14 00:00:00
39,459,2023-08-14 00:00:00
40,481,2023-01-23 00:00:00
41,34,2023-04-16 00:00:00
42,460,2023-03-12 00:00:00
43,38,2023-08-31 00:00:00
44,577,2023-08-08 00:00:00
45,432,2023-12-04 00:00:00
46,89,2023-01-08 00:00:00
47,795,2023-11-03 00:00:00
48,787,2023-03-28 00:00:00
49,17,2023-10-31 00:00:00
50,83,2023-10-23 00:00:00
51,726,2023-05-02 00:00:00
52,289,2023-07-26 00:00:00
53,569,2023-06-28 00:00:00
54,720,2023-06-22 00:00:00
55,215,2023-09-25 00:00:00
56,26,2023-04-08 00:00:00
57,701,2023-07-24 00:00:00
58,799,2023-01-07 00:00:00
59,302,2023-02-15 00:00:00
60,358,2023-07-16 00:00:00
61,298,2023-02-16 00:00:00
62,393,2023-04-19 00:00:00
63,845,2023-12-05 00:00:00
64,65,2023-09-06 00:00:00
65,766,2023-10-05 00:00:00
66,426,2023-02-07 00:00:00
67,230,2023-04-25 00:00:00
68,162,2023-09-09 00:00:00
69,670,2023-07-27 00:00:00
70,771,2023-02-03 00:00:00
71,187,2023-06-25 00:00:00
72,153,2023-01-07 00:00:00
73,219,2023-09-15 00:00:00
74,420,2023-01-21 00:00:00
75,876,2023-05-22 00:00:00
76,23,2023-02-27 00:00:00
77,737,2023-12-07 00:00:00
78,723,2023-05-15 00:00:00
79,393,2023-07-09 00:00:00
80,744,2023-06-28 00:00:00
81,550,2023-07-03 00:00:00
82,210,2023-07-29 00:00:00
83,291,2023-05-16 00:00:00
84,335,2023-03-01 00:00:00
85,689,2023-09-10 00:00:00
86,189,2023-04-21 00:00:00
87,383,2023-04-24 00:00:00
88,474,2023-12-10 00:00:00
89,177,2023-12-24 00:00:00
90,602,2023-11-24 00:00:00
91,719,2023-10-21 00:00:00
92,562,2023-01-22 00:00:00
93,170,2023-01-23 00:00:00
94,276,2023-06-10 00:00:00
95,512,2023-12-15 00:00:00
96,454,2023-03-20 00:00:00
97,316,2023-04-29 00:00:00
98,641,2023-11-01 00:00:00
99,231,2023-05-25 00:00:00
100,436,2023-06-05 00:00:00
101,159,2023-08-24 00:00:00
102,554,2023-12-16 00:00:00
103,641,2023-10-10 00:00:00
104,174,2023-11-13 00:00:00
105,362,2023-04-29 00:00:00
106,301,2023-01-02 00:00:00
107,888,2023-06-18 00:00:00
108,79,2023-01-28 00:00:00
109,480,2023-02-02 00:00:00
110,426,2023-06-24 00:00:00
111,464,2023-09-08 00:00:00
112,72,2023-07-07 00:00:00
113,344,2023-02-05 00:00:00
114,842,2023-12-02 00:00:00
115,694,2023-12-07 00:00:00
116,201,2023-04-25 00:00:00
117,550,2023-02-19 00:00:00
118,134,2023-10-25 00:00:00
119,766,2023-09-14 00:00:00
120,676,2023-11-23 00:00:00
121,894,2023-01-18 00:00:00
122,763,2023-07-06 00:00:00
123,624,2023-06-11 00:00:00
124,757,2023-09-19 00:00:00
125,344,2023-09-20 00:00:00
126,519,2023-03-04 00:00:00
127,302,2023-08-09 00:00:00
128,614,2023-09-16 00:00:00
129,582,2023-07-19 00:00:00
130,476,2023-08-09 00:00:00
131,5,2023-10-03 00:00:00
132,450,2023-01-22 00:00:00
133,308,2023-03-05 00:00:00
134,575,2023-09-10 00:00:00
135,401,2023-11-18 00:00:00
136,839,2023-06-21 00:00:00
137,429,2023-12-12 00:00:00
138,343,2023-11-30 00:00:00
139,678,2023-03-14 00:00:00
140,424,2023-04-18 00:00:00
141,155,2023-07-27 00:00:00
142,891,2023-07-30 00:00:00
143,417,2023-09-01 00:00:00
144,304,2023-03-13 00:00:00
145,854,2023-06-15 00:00:00
146,267,2023-01-01 00:00:00
147,157,2023-10-29 00:00:00
148,694,2023-04-30 00:00:00
149,558,2023-11-04 00:00:00
150,231,2023-10-07 00:00:00
151,428,2023-08-18 00:00:00
152,748,2023-09-01 00:00:00
153,621,2023-04-02 00:00:00
154,126,2023-09-03 00:00:00
155,735,2023-10-08 00:00:00
156,863,2023-04-06 00:00:00
157,103,2023-11-20 00:00:00
158,869,2023-10-08 00:00:00
159,104,2023-03-13 00:00:00
160,846,2023-08-26 00:00:00
161,451,2023-11-25 00:00:00
162,716,2023-02-10 00:00:00
163,345,2023-06-18 00:00:00
164,40,2023-08-15 00:00:00
165,844,2023-09-16 00:00:00
166,709,2023-09-01 00:00:00
167,532,2023-11-09 00:00:00
168,413,2023-05-04 00:00:00
169,356,2023-09-25 00:00:00
170,121,2023-12-10 00:00:00
171,863,2023-09-23 00:00:00
172,41,2023-10-08 00:00:00
173,185,2023-08-21 00:00:00
174,718,2023-08-20 00:00:00
175,252,2023-10-16 00:00:00
176,731,2023-11-19 00:00:00
177,505,2023-07-05 00:00:00
178,652,2023-08-03 00:00:00
179,538,2023-03-13 00:00:00
180,507,2023-05-19 00:00:00
181,554,2023-04-23 00:00:00
182,112,2023-03-29 00:00:00
183,774,2023-09-06 00:00:00
184,404,2023-06-19 00:00:00
185,339,2023-02-22 00:00:00
186,736,2023-02-11 00:00:00
187,29,2023-11-02 00:00:00
188,310,2023-12-10 00:00:00
189,561,2023-05-27 00:00:00
190,470,2023-06-15 00:00:00
191,320,2023-08-15 00:00:00
192,348,2023-03-25 00:00:00
193,613,2023-02-19 00:00:00
194,823,2023-04-07 00:00:00
195,639,2023-12-12 00:00:00
196,209,2023-03-30 00:00:00
197,134,2023-10-02 00:00:00
198,294,2023-06-07 00:00:00
199,723,2023-03-03 00:00:00
200,299,2023-12-08 00:00:00
201,148,2023-09-01 00:00:00
202,113,2023-03-16 00:00:00
203,173,2023-05-14 00:00:00
204,793,2023-06-08 00:00:00
205,239,2023-01-20 00:00:00
206,662,2023-09-30 00:00:00
207,78,2023-01-02 00:00:00
208,555,2023-07-17 00:00:00
209,243,2023-06-12 00:00:00
210,274,2023-04-02 00:00:00
211,364,2023-04-12 00:00:00
212,728,2023-10-06 00:00:00
213,403,2023-01-16 00:00:00
214,381,2023-10-26 00:00:00
215,397,2023-11-03 00:00:00
216,63,2023-07-21 00:00:00
217,639,2023-03-23 00:00:00
218,428,2023-01-25 00:00:00
219,813,2023-04-28 00:00:00
220,732,2023-03-18 00:00:00
221,892,2023-08-16 00:00:00
222,785,2023-12-08 00:00:00
223,65,2023-11-11 00:00:00
224,64,2023-08-24 00:00:00
225,647,2023-08-06 00:00:00
226,28,2023-10-21 00:00:00
227,394,2023-10-03 00:00:00
228,381,2023-07-16 00:00:00
229,592,2023-05-30 00:00:00
230,792,2023-10-29 00:00:00
231,732,2023-01-25 00:00:00
232,794,2023-05-06 00:00:00
233,607,2023-11-11 00:00:00
234,368,2023-07-04 00:00:00
235,190,2023-01-06 00:00:00
236,193,2023-11-21 00:00:00
237,586,2023-10-31 00:00:00
238,383,2023-04-28 00:00:00
239,307,2023-08-09 00:00:00
240,459,2023-02-27 00:00:00
241,599,2023-12-23 00:00:00
242,192,2023-09-01 00:00:00
243,117,2023-10-03 00:00:00
244,553,2023-10-20 00:00:00
245,290,2023-10-16 00:00:00
246,564,2023-03-30 00:00:00
247,744,2023-01-19 00:00:00
248,324,2023-06-08 00:00:00
249,463,2023-12-05 00:00:00
250,578,2023-12-29 00:00:00
251,436,2023-05-26 00:00:00
252,52,2023-09-13 00:00:00
253,372,2023-03-28 00:00:00
254,876,2023-05-08 00:00:00
255,795,2023-11-19 00:00:00
256,252,2023-05-12 00:00:00
257,172,2023-10-06 00:00:00
258,746,2023-06-07 00:00:00
259,725,2023-10-06 00:00:00
260,714,2023-05-31 00:00:00
261,598,2023-05-16 00:00:00
262,874,2023-12-24 00:00:00
263,584,2023-06-05 00:00:00
264,181,2023-10-02 00:00:00
265,646,2023-12-22 00:00:00
266,39,2023-03-23 00:00:00
267,274,2023-09-21 00:00:00
268,373,2023-09-13 00:00:00
269,585,2023-08-05 00:00:00
270,206,2023-09-16 00:00:00
271,183,2023-10-21 00:00:00
272,421,2023-05-27 00:00:00
273,623,2023-08-25 00:00:00
274,847,2023-06-11 00:00:00
275,390,2023-02-02 00:00:00
276,601,2023-06-11 00:00:00
277,368,2023-01-15 00:00:00
278,679,2023-09-16 00:00:00
279,703,2023-11-14 00:00:00
280,209,2023-01-14 00:00:00
281,390,2023-05-31 00:00:00
282,684,2023-02-03 00:00:00
283,247,2023-04-15 00:00:00
284,657,2023-10-06 00:00:00
285,241,2023-11-29 00:00:00
286,165,2023-09-10 00:00:00
287,834,2023-01-24 00:00:00
288,321,2023-04-08 00:00:00
289,554,2023-05-14 00:00:00
290,107,2023-09-09 00:00:00
291,858,2023-10-24 00:00:00
292,744,2023-02-02 00:00:00
293,591,2023-02-10 00:00:00
294,326,2023-06-03 00:00:00
295,681,2023-12-25 00:00:00
296,829,2023-05-21 00:00:00
297,71,2023-09-20 00:00:00
298,141,2023-01-24 00:00:00
299,528,2023-12-13 00:00:00
300,881,2023-05-27 00:00:00
301,599,2023-06-20 00:00:00
302,596,2023-02-18 00:00:00
303,499,2023-09-27 00:00:00
304,697,2023-08-19 00:00:00
305,45,2023-08-26 00:00:00
306,369,2023-01-29 00:00:00
307,418,2023-05-28 00:00:00
308,98,2023-06-13 00:00:00
309,505,2023-12-07 00:00:00
310,726,2023-08-25 00:00:00
311,159,2023-11-02 00:00:00
312,878,2023-08-01 00:00:00
313,605,2023-07-11 00:00:00
314,547,2023-02-07 00:00:00
315,484,2023-05-21 00:00:00
316,233,2023-12-03 00:00:00
317,605,2023-07-17 00:00:00
318,657,2023-07-28 00:00:00
319,209,2023-11-17 00:00:00
320,19,2023-10-17 00:00:00
321,230,2023-01-08 00:00:00
322,515,2023-11-19 00:00:00
323,218,2023-05-23 00:00:00
324,376,2023-01-04 00:00:00
325,634,2023-03-10 00:00:00
326,383,2023-10-22 00:00:00
327,869,2023-04-13 00:00:00
328,764,2023-01-25 00:00:00
329,478,2023-02-22 00:00:00
330,700,2023-10-22 00:00:00
331,815,2023-09-23 00:00:00
332,57,2023-03-18 00:00:00
333,110,2023-01-20 00:00:00
334,714,2023-09-19 00:00:00
335,330,2023-06-19 00:00:00
336,873,2023-08-11 00:00:00
337,461,2023-08-31 00:00:00
338,97,2023-06-07 00:00:00
339,49,2023-12-13 00:00:00
340,370,2023-07-17 00:00:00
341,327,2023-07-02 00:00:00
342,38,2023-05-13 00:00:00
343,653,2023-10-06 00:00:00
344,286,2023-04-24 00:00:00
345,95,2023-04-03 00:00:00
