order_item_id,order_id,product_id,quantity,price
39,16,6,3,932.36
40,17,10,1,612.07
41,17,1,2,414.02
42,18,3,3,477.26
43,19,9,3,817.81
44,19,2,2,904.28
45,20,3,3,477.26
46,20,3,1,477.26
47,20,9,1,817.81
48,20,5,3,466.97
49,21,10,3,612.07
50,22,7,1,418.4
51,23,10,2,612.07
52,23,1,3,414.02
53,23,3,3,477.26
54,23,1,3,414.02
55,24,6,2,932.36
56,24,6,1,932.36
57,25,5,1,466.97
58,25,5,1,466.97
59,26,2,2,904.28
60,26,2,1,904.28
61,27,6,1,932.36
62,27,2,1,904.28
63,27,5,2,466.97
64,28,8,2,133.15
65,28,1,1,414.02
66,28,1,3,414.02
67,28,8,2,133.15
68,29,6,3,932.36
69,29,6,3,932.36
70,29,2,3,904.28
71,29,1,1,414.02
72,30,8,2,133.15
73,30,4,1,334.3
74,30,1,2,414.02
75,30,5,2,466.97
